order_id,customer_state,region,total_delivery_days,delay_days,delivery_status,freight_value,review_score
6120d49a9bec789c91d34b553c47573a,MG,Southeast,40,21,Severe Delay,19.49,1
727f1697a6e0fd3018c8ad97fb33be71,CE,Northeast,44,21,Severe Delay,17.63,1
9a1e4b3e892b5ea975db9c5ab5b97b62,SP,Southeast,39,21,Severe Delay,20.4,2
25be4c1614c609d9063279e155d7492b,BA,Northeast,46,21,Severe Delay,18.65,4
a58490145a93745e5cce4c644ecd9153,MG,Southeast,42,21,Severe Delay,27.08,5
2d695e0d0fe5d863c921713fdc1faf7b,RJ,Southeast,43,21,Severe Delay,26.43,1
9bd01f4522f8744273b5261450ee0c5e,RJ,Southeast,46,21,Severe Delay,64.11,5
38e9133ce29f6bbe35aed9c3863dce01,SP,Southeast,40,21,Severe Delay,11.85,1
c1812e7a79c6b129af4128c0474ea917,SP,Southeast,39,21,Severe Delay,13.98,1
65c96731ae030b052acda14e142e2a3f,RJ,Southeast,45,21,Severe Delay,18.2,1
d93a680cc497c0df20ea2023a89dc68e,SP,Southeast,52,21,Severe Delay,17.84,1
e86fb2abd1932ca34230cb407378e9d8,MG,Southeast,41,21,Severe Delay,43.82,1
0f8b415ff8750cef8f40058606c6b115,ES,Southeast,38,21,Severe Delay,20.09,1
5e70bcf826ffb41fbf68e94ba929635e,SP,Southeast,48,21,Severe Delay,14.0,1
49d82571c200aac8b226cae094dc8f0c,BA,Northeast,44,21,Severe Delay,28.76,1
46d45c02db0c16939f8f1c45a9c8a344,RJ,Southeast,43,21,Severe Delay,15.52,5
a7b9ca3e1958817f0415ebbf1fef3941,RJ,Southeast,46,21,Severe Delay,17.49,1
33299417d8206e70805c48ec081eeaf1,SP,Southeast,40,21,Severe Delay,16.11,1
7fb6586ab530ed69383ddde20ef388f9,RJ,Southeast,45,21,Severe Delay,15.1,5
bee4fbc438d2d48527e812cb6a1c8166,RJ,Southeast,43,20,Severe Delay,15.1,4
3b513d4810b2c2de5e551d0edee87865,RS,South,69,20,Severe Delay,15.1,1
498461a2f4ef628aa153ee9d3c57eab2,SE,Northeast,50,20,Severe Delay,34.7,3
bc7401d98fe2814849de2404e3ebd9ad,SC,South,47,20,Severe Delay,29.04,4
2dc3a1303e348a49718ef4a190d14eb8,RN,Northeast,48,20,Severe Delay,47.79,2
c1b0aef054d96bbc7d6c28478af21483,SP,Southeast,33,20,Severe Delay,8.11,1
7cc3506c6d4d61a98dc64418c1026d0e,RJ,Southeast,42,20,Severe Delay,23.07,2
ebc1b6869013db46733e56deb933dd5a,RJ,Southeast,43,20,Severe Delay,21.1,1
4e74c91d859c944fa7c652b9f05f7fce,RJ,Southeast,44,20,Severe Delay,20.89,1
0a87a60c5403e51a0e85e4ed7c3c2bdf,RJ,Southeast,41,20,Severe Delay,21.17,2
4190ab61a7fced69f3ee84d1da1120cc,BA,Northeast,54,20,Severe Delay,38.76,1
39b9820979b360fd55967934e0bc3f80,RJ,Southeast,45,20,Severe Delay,17.87,1
778d6f8f92b218606a82dc5d2f5221e2,RJ,Southeast,45,20,Severe Delay,68.8,1
49339749b24288f34c827ba8f470a1e2,RJ,Southeast,45,20,Severe Delay,15.1,2
3e2b45761c1280a1c1165c83d3292c43,SE,Northeast,52,20,Severe Delay,43.04,2
86f338c63b1a96a85a977708315c90a0,RJ,Southeast,37,20,Severe Delay,18.55,2
40b1be99be1654dadd7e49f038296ced,MT,Central-West,49,20,Severe Delay,18.76,1
980c0688b61b100db985aae4b5cfa28f,SC,South,47,20,Severe Delay,30.2,1
32cd8c1de0b106ac12c8bac666e9e1fc,CE,Northeast,44,20,Severe Delay,19.03,1
2591f6277be80b0c25627c745ec900c4,RJ,Southeast,30,20,Severe Delay,23.2,1
49210ebecdbca0d6aeb2a5e23cbfe9b0,AL,Northeast,49,20,Severe Delay,21.35,5
abb4cbba2c83f7cabc85e45374a23ad4,GO,Central-West,46,20,Severe Delay,17.81,1
6c04e18419b0d30c6ba8401b3edd95a3,RJ,Southeast,42,20,Severe Delay,94.77,1
6288c084b4b8b9ed59cddc6793eba928,RJ,Southeast,57,20,Severe Delay,66.4,1
82a6e2f5082bd48943674373f6a0fc9a,RS,South,46,20,Severe Delay,15.1,1
588650778ae3d824e5ff92a2bc391b9e,RJ,Southeast,43,20,Severe Delay,15.1,1
4a71c671955d20b872ceb6758387a3e5,RJ,Southeast,41,20,Severe Delay,42.88,1
c1773baeca3e466698f90611606eadeb,SP,Southeast,29,20,Severe Delay,7.67,5
96a54272b41b5689f72e71e52cd9d3f6,SE,Northeast,49,20,Severe Delay,103.25,4
0c4d07bcd65a6ce95cbe8e8e228a98cf,RJ,Southeast,45,20,Severe Delay,14.52,5
e39bbac2f576136835e2f21b52aeb8eb,ES,Southeast,37,20,Severe Delay,16.88,1
c8899924318a9e94b6bb939c2e0413d6,MA,Northeast,48,20,Severe Delay,34.49,1
3affb32917f79ab66f26546e066fe5db,RJ,Southeast,51,20,Severe Delay,16.51,1
236ae03bfee2c49ab78fa9227892c5e6,MA,Northeast,45,20,Severe Delay,22.74,1
aab7b04f45546e03e7c86b9e8f12368e,MA,Northeast,48,20,Severe Delay,62.04,1
d55cd104a6a05987a3b55d39c0e77995,RJ,Southeast,48,20,Severe Delay,42.84,1
5981f36992c8a99eff941a3d3375b318,ES,Southeast,46,20,Severe Delay,22.93,1
6e1af4e0d4cf82af38671a14b609634c,RS,South,48,20,Severe Delay,19.98,2
bde6e20289749eb6e7fc368efae2b87f,PE,Northeast,51,20,Severe Delay,116.24,2
e5ca14277889553a80cd3b8379bb9389,RJ,Southeast,42,20,Severe Delay,17.97,4
351cc103e775642319456a5962fd7a9f,RJ,Southeast,43,20,Severe Delay,18.09,1
0a8b6e2cf83e2543f6b756e3a6d16eb5,AL,Northeast,48,20,Severe Delay,50.85,2
dcddaf0d2359e8b282ad24f1d84857bc,PE,Northeast,53,20,Severe Delay,24.55,1
93b94a19e5546ce4eac9c4eac62f5465,RJ,Southeast,31,20,Severe Delay,9.42,1
bbfaea06953d72e48fcf89341d352638,MG,Southeast,46,20,Severe Delay,15.1,3
fe36a827e3e9e0a6f5e11b0be2055727,SP,Southeast,42,20,Severe Delay,12.69,1
28ff0422d12a02fb62ae4c9f9e9317f3,RJ,Southeast,38,20,Severe Delay,16.13,2
96a902cd4b751087e41ef64474975946,RS,South,44,20,Severe Delay,16.05,2
c8e35783a2527cdf286c54e2ae9727db,ES,Southeast,41,20,Severe Delay,18.02,2
9e4fa2c0dfc591cf67a209b057e1907a,SP,Southeast,40,20,Severe Delay,13.66,1
4059056b2f7cadb9cf31238fc351ca59,RJ,Southeast,42,20,Severe Delay,15.1,1
262ba6c85fd3c9c589bac6fa7d113cca,SP,Southeast,39,20,Severe Delay,15.59,1
cf5c16c1ce5b2de3b5141ae26b58f65f,DF,Central-West,43,20,Severe Delay,15.11,1
868848b4871ab271d735d67e64584f81,SP,Southeast,41,20,Severe Delay,11.85,5
4f533b4e7c45ae5248904a961cf710e6,RJ,Southeast,48,20,Severe Delay,33.71,1
f6ed6898419c893a57cd88e7dbbdb2c7,RJ,Southeast,41,20,Severe Delay,18.26,1
cf082b2bb0204ce0ba54ba584cbd3fd4,MG,Southeast,45,20,Severe Delay,47.59,1
cac853d40d32850dba1ccff2c9f17269,MG,Southeast,44,20,Severe Delay,17.79,1
5e682664f3f3651fbaf00a25915ef580,RJ,Southeast,41,20,Severe Delay,37.93,5
a69ddc335f989aa05576bc19f8b9a549,PE,Northeast,90,20,Severe Delay,82.08,1
1476819dd3e3d7fc87ee304b36af52bb,MG,Southeast,49,20,Severe Delay,50.38,2
1620c790cd0d6a55f4f5c3922764c96a,ES,Southeast,41,20,Severe Delay,18.23,1
0af96849112c968e7764ac7f17e4f9f7,SP,Southeast,41,20,Severe Delay,10.96,5
78f74e94c8a2cebb5d569f483d54e8be,RJ,Southeast,46,20,Severe Delay,17.67,1
9b4ce65d237bc82227e4b550d1ddf079,RJ,Southeast,40,20,Severe Delay,19.32,1
a73b88538d5028e0bb2e13ced8597968,GO,Central-West,43,20,Severe Delay,15.1,2
9d57c2295efd51a11106d2d8175c676a,GO,Central-West,44,20,Severe Delay,30.2,1
43f312594026fc6c67ccf619afe600d1,SC,South,49,20,Severe Delay,16.32,1
add4a7fe1b17829ea0b43587b44c1176,GO,Central-West,43,20,Severe Delay,27.34,5
11f1347027d269d264f62d3631ef5e42,SP,Southeast,47,20,Severe Delay,12.05,1
63be17dc5497f1941b4d15f7be530387,RJ,Southeast,52,20,Severe Delay,91.93,1
4325abb4e925f2765e6874e9788392f4,SC,South,41,20,Severe Delay,16.83,3
48cf133bab6e70fec7896820b325dc9b,BA,Northeast,44,20,Severe Delay,32.92,2
a33b289433334b5de7fc4a053c290af8,RJ,Southeast,46,20,Severe Delay,31.48,1
980bc014d29830d87b56bbc7720a6b6b,RJ,Southeast,39,20,Severe Delay,23.35,3
44de8fb2731c1634d7b069bb93dbf5d9,RJ,Southeast,45,20,Severe Delay,16.11,1
bee4fbc438d2d48527e812cb6a1c8166,RJ,Southeast,43,20,Severe Delay,15.1,1
ff14a3e36b78f407a4e8402572e4edfe,RJ,Southeast,42,20,Severe Delay,64.24,1
6dac2e713f40b14ce9f85b719fb91a2a,BA,Northeast,46,20,Severe Delay,27.74,1
1bc7db82fdfd333b6bc74fa6643c694b,MG,Southeast,46,20,Severe Delay,35.94,1
d52140bee663636aa4f6057e50bc06a3,BA,Northeast,46,20,Severe Delay,27.38,1
e90bdeb22eaefb4d086cfec85e172214,SP,Southeast,36,20,Severe Delay,12.23,1
2dee1b58f6f3c724427ad545adf6d5e4,RJ,Southeast,41,20,Severe Delay,18.35,1
c53b2f33c8e307e7253650b9dc6cadd1,CE,Northeast,50,20,Severe Delay,18.27,1
8fb8d0916495ed884bf2dc5db9c771ce,RJ,Southeast,45,20,Severe Delay,16.96,5
49bb32cab29be3bbe1a0ae27978edb48,SP,Southeast,39,20,Severe Delay,135.19,1
3baaa5448af22fe09f43c61e6f2591bb,SP,Southeast,37,20,Severe Delay,12.79,1
d41eaefcbf24537ea6d79847d02a02f7,RJ,Southeast,52,20,Severe Delay,18.25,1
1b4302389eccf1e9df072501f38b1e9a,RJ,Southeast,40,20,Severe Delay,16.6,3
782aa8c8856a043fdd997f8b869fe76c,RJ,Southeast,41,20,Severe Delay,18.27,1
86e45b4f54438145ef4e56aafe0314d6,DF,Central-West,39,19,Severe Delay,22.93,1
47a3f2cb969f3d798bf29b6c5922490a,RS,South,43,19,Severe Delay,30.46,4
51e3f832063f79a142e48f488f4e880b,RS,South,46,19,Severe Delay,36.93,3
76279ee78a4924f44a3a83ef23b169b8,RJ,Southeast,55,19,Severe Delay,37.59,1
e247c295703844ab1b844311e25046a5,PE,Northeast,43,19,Severe Delay,57.04,1
fd1ddfeca967b94315642dfe5c7545f7,RJ,Southeast,48,19,Severe Delay,45.72,5
d9184093392a8a7af118edd2a5c9aabc,CE,Northeast,55,19,Severe Delay,38.4,1
b7bb679ead188147ea4d028b583720f9,SC,South,46,19,Severe Delay,16.11,1
27819e1adc36766f4de3e79fa3b8c04d,SC,South,45,19,Severe Delay,35.34,1
555abbd521ea234b5a6b908bb132244b,SC,South,42,19,Severe Delay,16.14,2
840d7cc10efae8ba460cc8ea84f1b6db,SP,Southeast,50,19,Severe Delay,30.58,1
c429654419aacfe84ec52dd4c45f064d,SP,Southeast,37,19,Severe Delay,6.57,2
0dba8cb0559eb37cc0217a28496b5f07,RJ,Southeast,50,19,Severe Delay,17.95,1
811b70e43e686c9cc60da34db3f4176d,RJ,Southeast,49,19,Severe Delay,19.93,1
5cb6969f0b3cd394de49463c4f4e4017,RJ,Southeast,47,19,Severe Delay,22.02,1
48bc7c3a0885049a0bf2d42d42421de2,BA,Northeast,45,19,Severe Delay,16.92,2
812086848825c140a1472472a845a774,SP,Southeast,48,19,Severe Delay,10.29,1
9d0516ad96d793d308cec3c5929ed649,BA,Northeast,49,19,Severe Delay,101.0,1
e33ed9bacaf02833f0c4dff6e8e20bff,AL,Northeast,53,19,Severe Delay,20.6,1
d2cf258da81ae1043667e2f77c510deb,SC,South,39,19,Severe Delay,15.39,5
99cf68b71ac96d8b4c0f20dec410d8fd,SC,South,47,19,Severe Delay,14.1,1
7ab2b693aebb8e032fc16f9c75051fdc,CE,Northeast,50,19,Severe Delay,17.77,2
b6b4d4aab61035f87291877a9b0a6e25,GO,Central-West,46,19,Severe Delay,15.17,1
a46b002ede0857b1e4814c0d12fe17ef,SP,Southeast,39,19,Severe Delay,32.15,1
25e5f6a88a4525f820943240376c45c5,RJ,Southeast,41,19,Severe Delay,17.82,2
1cbd4699bdc656606f114d4710bf87bd,CE,Northeast,49,19,Severe Delay,27.27,1
80d272bb80e9d81f0868fae8f7848081,AL,Northeast,52,19,Severe Delay,173.44,5
52ae37876584cb6e2cf3848e834516e9,RJ,Southeast,43,19,Severe Delay,30.2,1
9215daa2d711ae5055008f444f6688c8,RJ,Southeast,45,19,Severe Delay,14.1,1
60374093aa8d84de08b2c04a3eec89c4,SP,Southeast,35,19,Severe Delay,52.8,1
e3254323dd511d109978d37345cdcbae,RJ,Southeast,59,19,Severe Delay,42.13,1
9262aac73cb6b5fc9e1470cc0caeebfd,PA,North,56,19,Severe Delay,37.04,1
507a6db9c4fdc782cddab2d468782a97,RJ,Southeast,57,19,Severe Delay,19.37,1
beeff7037aa708c19973290382629a4c,SP,Southeast,44,19,Severe Delay,12.86,2
6282b84d6c369e1b6058285f860f4da4,CE,Northeast,42,19,Severe Delay,39.03,1
9917855d5e68773f7db62f2dbfc06f71,MA,Northeast,46,19,Severe Delay,34.15,1
0ef67bb260101172d979ae466918b301,MA,Northeast,58,19,Severe Delay,29.55,1
ac3bbb3fc408398a21fd798ff938c129,SC,South,37,19,Severe Delay,18.23,2
91bd70d2eea039bdce8aa710d69ad630,RJ,Southeast,47,19,Severe Delay,59.53,1
e8a874f0c34734d1f21dc074967f0a07,RJ,Southeast,40,19,Severe Delay,16.63,1
1a358c4ef8c7d066e7e526670d486f3e,RJ,Southeast,42,19,Severe Delay,18.26,1
2c2ad0e6636d842e7f1eead45cdc6065,RJ,Southeast,40,19,Severe Delay,46.18,5
5c1995c020e0a3b2b23152b3fcfcda76,RJ,Southeast,38,19,Severe Delay,15.81,1
5b9f98f4f7f84913dfb746a86bb11ab1,PR,South,44,19,Severe Delay,16.11,1
5005f0fff3706e3297c1015ed5e41d18,PA,North,53,19,Severe Delay,34.89,1
b3f7f632c85da6b71020c45771e67c5e,RJ,Southeast,41,19,Severe Delay,19.2,2
4f4830984a832508339321d903174164,RJ,Southeast,37,19,Severe Delay,15.23,1
8db4732513ea9f79910c0de430ec946d,BA,Northeast,44,19,Severe Delay,19.62,2
f89a86148310b5d6a02fbab8f1c9fb77,MG,Southeast,38,19,Severe Delay,14.24,4
16a7204d840d81ed38a60b9539607280,BA,Northeast,43,19,Severe Delay,53.98,1
e1da6a380c23eec0e20231c7b695f47e,SP,Southeast,44,19,Severe Delay,15.1,1
31c2a1051b9b9899d82d9b980ec8775d,SP,Southeast,39,19,Severe Delay,11.85,1
4ef09dfdc36677a4d599a0c1acace4ff,ES,Southeast,46,19,Severe Delay,18.29,1
ca710aeaf469a14db2f46bf1bf7f5c54,DF,Central-West,44,19,Severe Delay,83.4,1
50b3cc3a81862626b3a95451c8928e19,DF,Central-West,48,19,Severe Delay,16.71,1
fbefd1a1d596025d72cd7cbf21c4f804,RJ,Southeast,39,19,Severe Delay,15.1,1
1927dede91841ae67045915ce6fd11f1,RJ,Southeast,42,19,Severe Delay,33.88,1
7284ecc4524ff324863b12456e842055,SP,Southeast,37,19,Severe Delay,21.16,1
ee88bb223301673ac86437df9974b25d,SP,Southeast,35,19,Severe Delay,13.74,1
1dc2fa22dbb160db9eb90923718fd0c5,RJ,Southeast,42,19,Severe Delay,33.88,1
36b33af016121e29d4fa1c46c492f656,PA,North,54,19,Severe Delay,110.32,1
a9726615eb24e9b1fa84fe7f8c9a5b54,RJ,Southeast,41,19,Severe Delay,16.11,3
b30abf162ff1730f50b6400bdc32550f,RJ,Southeast,42,19,Severe Delay,16.96,1
e0be013981866fa58c41c93cab57594a,RJ,Southeast,40,19,Severe Delay,15.1,3
06bad3a130e91f7b26791dba22abc0f5,MG,Southeast,45,19,Severe Delay,17.63,5
d22e18fae4fa9ff5b0e28b9685e84365,ES,Southeast,44,19,Severe Delay,46.05,3
8dc4c4d71a331ed46a559ad3d77fe682,RJ,Southeast,40,19,Severe Delay,29.73,1
04031be66943a9c385ff683fcc99d288,RJ,Southeast,37,19,Severe Delay,14.52,1
adaab7718f21c04f40290e5afb01486b,MG,Southeast,41,19,Severe Delay,15.1,1
07440dff5293ea24c5fac25a473c2eef,SE,Northeast,47,19,Severe Delay,51.03,1
40237bfdaa849b45bb6dc75be63c3abf,SP,Southeast,39,19,Severe Delay,12.69,1
a5066c35c39663d4e120a25aa960cf24,RJ,Southeast,40,19,Severe Delay,18.35,5
5012f0f1b371c6d1dffb743758d3c522,MG,Southeast,43,19,Severe Delay,16.39,3
ecb4d57a1f4dabdb34dcc3ddba82bc51,RJ,Southeast,47,19,Severe Delay,36.06,1
b417d51297514f6e670d1ffb3513ef53,PB,Northeast,50,19,Severe Delay,34.21,1
89898719573722b59b173f76fb213501,SP,Southeast,58,19,Severe Delay,12.93,1
dc427026beaee4c2f8944943cd8f33f1,RS,South,36,19,Severe Delay,46.2,5
76575700bd0fef8974ff82601ad505bb,RN,Northeast,46,18,Severe Delay,22.85,1
f999e26054da652c7caa0da95228c9b8,PR,South,43,18,Severe Delay,16.07,1
8238976658bee9703e39aad674ee1fab,SP,Southeast,39,18,Severe Delay,11.85,3
6f56d701fdaa7fc3575ddda3bed5fbbb,CE,Northeast,45,18,Severe Delay,29.2,1
a336de4bbd836a89f9cb2a5b58ed2578,BA,Northeast,39,18,Severe Delay,48.52,1
e1b0640460ef6ca7edd7c0039805e515,RJ,Southeast,35,18,Severe Delay,24.42,1
7c11eb6e7bdbdf76e17fd6cf7e1eec53,RJ,Southeast,40,18,Severe Delay,23.31,1
5137d2621656ff029745600e991f1835,RJ,Southeast,44,18,Severe Delay,35.34,1
d5da3d3e9a68ba109b6f8f0d2ad567cf,BA,Northeast,44,18,Severe Delay,37.05,5
70337534367fb81be994632264ee8f9e,SC,South,46,18,Severe Delay,18.41,5
d6a6ab6b5f102f746569eb2c620e8be6,SC,South,39,18,Severe Delay,14.1,2
9f9b0cf9d794e40cdf1c4cf909d65ca4,PR,South,43,18,Severe Delay,21.3,1
f131e172fef158275f49417eabdda10d,PA,North,54,18,Severe Delay,37.17,5
d48a999f0dd3cb2fdaf985d4f116e1ec,PA,North,49,18,Severe Delay,50.91,1
8734071c7bfc4d453e59546b22c5ce0e,MA,Northeast,52,18,Severe Delay,21.18,1
3ca220335d57d2c3accc9bb4816d7035,ES,Southeast,41,18,Severe Delay,22.93,1
f33d191c07d5d88e9216967ea8472d29,RS,South,47,18,Severe Delay,16.18,3
5ca70501fc222cd2653be2b9993e4a8d,MG,Southeast,39,18,Severe Delay,21.66,5
e5c7a5b71152d600527c22d71745e3b4,RJ,Southeast,51,18,Severe Delay,17.92,2
b25c35510098745aca28d8d04a7eaa11,SP,Southeast,37,18,Severe Delay,13.01,5
dbc097913df341f30b9f9e92f459cee2,SP,Southeast,35,18,Severe Delay,12.76,1
920c5e9d5a8a142e714aed65b5e06f8f,SP,Southeast,30,18,Severe Delay,19.56,1
514ed457190c903720b7fd33660c486d,RJ,Southeast,41,18,Severe Delay,17.19,3
4fb22a6181117d7a0532aab46cef0e03,RJ,Southeast,39,18,Severe Delay,16.03,1
2c0e90a2bdcffa59af23fe752aa40541,SC,South,48,18,Severe Delay,19.27,5
7141a7eee8944cb711fa1fd4f76300bc,SP,Southeast,55,18,Severe Delay,19.46,1
bb1bb5824c663f60229758ef7bfc26f4,RJ,Southeast,37,18,Severe Delay,17.67,3
07220c39eb26068368e675009154d635,RJ,Southeast,40,18,Severe Delay,18.83,4
c1c4e2a7fb7eb8066b69234d0b3fd446,SP,Southeast,38,18,Severe Delay,11.87,5
cd472c4843f0157551fb2c99b21d3786,RJ,Southeast,53,18,Severe Delay,15.57,1
f495929260b8f76b254652d9729e8c19,SC,South,47,18,Severe Delay,21.47,2
04626f2c41e6a49d4c2102a7d410797a,SC,South,42,18,Severe Delay,15.13,1
1d3b8d78074e0b50f10346941e67e9de,SC,South,43,18,Severe Delay,21.4,1
32bcd8b7a5501464ffa9586eb4794f53,RJ,Southeast,40,18,Severe Delay,16.23,1
8994132130033d9e2bdc70f74f3d4819,CE,Northeast,48,18,Severe Delay,18.89,1
793600b6f83c44827bd1d480fbde321f,SC,South,38,18,Severe Delay,16.4,1
ed5ca6f65d3f6aef9523179820d7e294,CE,Northeast,40,18,Severe Delay,34.26,1
cb23b55fbda69bd2ff574bf553b47e8c,MS,Central-West,38,18,Severe Delay,14.16,1
a096c1244026411d2d8d5d955dca7b73,RJ,Southeast,41,18,Severe Delay,16.11,2
adb3a0386f6e1f65d5fa85ecfc0f64a2,RJ,Southeast,42,18,Severe Delay,15.52,5
d555e208900fa538476880123fe0bf31,MG,Southeast,39,18,Severe Delay,50.25,1
d34bae2145edd5228bf4d92832988284,SP,Southeast,36,18,Severe Delay,12.69,1
6bc3c767bc73e1e4e1ba0670c3d90397,SP,Southeast,36,18,Severe Delay,13.6,1
3f3f818c758f0f9ed76a1d49d8d7e6f3,BA,Northeast,47,18,Severe Delay,20.8,1
72652c482c51119a0a338edba23e0027,RJ,Southeast,32,18,Severe Delay,24.91,2
83329d0539a9b3f087f05db119bee0d6,RJ,Southeast,28,18,Severe Delay,41.96,1
230c4b870a8eec405f6b5db505974701,SC,South,42,18,Severe Delay,16.37,1
a46dc6a0212b801e6864957e34476ab3,RS,South,43,18,Severe Delay,16.25,1
c87cc78ca07ba880ee80a9a881583a0d,ES,Southeast,40,18,Severe Delay,16.24,1
c3911802445a557d4e9a4c2f2328de0c,PA,North,52,18,Severe Delay,25.63,1
f7198d6fd9c02f8d7f7646b213376ddf,RJ,Southeast,41,18,Severe Delay,15.1,1
b22fb8549ff34d8632d2f6ecbc626af5,RJ,Southeast,46,18,Severe Delay,17.62,1
e80607d735f571309e8438fb2ca4f594,SC,South,31,18,Severe Delay,9.27,4
88b67ddbb7527017f796c80b3bb38051,SP,Southeast,36,18,Severe Delay,28.75,1
23d0b20c60078dcc168f59918e82f76f,MG,Southeast,45,18,Severe Delay,16.39,1
7df3717b5a5609af21ee9e719b68cef8,RS,South,42,18,Severe Delay,16.36,3
bfa7f4169cb6c6e8221434275a2a0ab7,RS,South,55,18,Severe Delay,16.22,2
c1e0ca05590ed1c16d7aaa4c96fdced6,MT,Central-West,44,18,Severe Delay,16.79,4
05095322e4f3619255e9450335966c33,MG,Southeast,39,18,Severe Delay,12.97,1
cd0d42e029e3b56ba5f53f6c59e5541b,ES,Southeast,38,18,Severe Delay,28.2,1
c2682afdb84368351a76f8b0c8cc47d9,PE,Northeast,49,18,Severe Delay,38.24,2
7cb79316d2abe37e16ec83a07afb2895,MG,Southeast,40,18,Severe Delay,18.23,1
5cc475c7c03290048eb2e742cd64cb5e,SP,Southeast,69,18,Severe Delay,11.69,1
e10c080e6f7f8136087836cadcd26199,PE,Northeast,39,18,Severe Delay,28.83,1
4f58570952cc0b543a70a359a1b4a7f4,RJ,Southeast,46,18,Severe Delay,19.15,1
5911ba3eb3648e7f6f55ebbed69f5daa,SP,Southeast,45,18,Severe Delay,15.1,3
9d76974325109da947615c96eac22698,PE,Northeast,47,18,Severe Delay,21.02,1
9b4ea4ff8f51f91557fd6448e909cf81,SP,Southeast,30,18,Severe Delay,26.55,1
df1b378ac0b21d71ef1e642971d31530,DF,Central-West,59,18,Severe Delay,14.11,3
a8dcdaca6b71b71297497af76297b1d0,DF,Central-West,42,18,Severe Delay,16.17,1
b5ce2ab79c7923ac899f38c6f48ade42,SP,Southeast,40,18,Severe Delay,14.1,4
7aec0be67a2ae4e49ebf19b44bd43b51,PR,South,40,18,Severe Delay,15.88,3
9da6e3bacbae9dfb6f886b2fcdd80bcd,PR,South,42,18,Severe Delay,14.83,2
e02abba86c2340a09ce002e3dcff5229,RS,South,50,18,Severe Delay,19.13,2
25e2eb92a4861f100d82edfb2cbbb47f,MG,Southeast,36,18,Severe Delay,19.6,1
ca4d9163f73c29c767a726571e8baf23,RJ,Southeast,51,18,Severe Delay,18.27,1
8e8fa3f7495c77b64b5be78ad49c4a8f,PE,Northeast,47,18,Severe Delay,42.69,1
01c26a0b2736899633cfd6a3c1749428,SP,Southeast,41,17,Severe Delay,11.81,1
723941d77928846a4b2ec4612303bd25,PI,Northeast,46,17,Severe Delay,25.39,1
f1ec04b3b8679de55776bea7e3ad436f,SP,Southeast,41,17,Severe Delay,8.88,3
f567f02b20d72fd018320dc1d3a9d597,BA,Northeast,48,17,Severe Delay,19.65,1
4cab646fdec6d36f60c2febb8a595b8e,RJ,Southeast,41,17,Severe Delay,14.93,1
09dbda42baac941ca241f8cea65b2306,RJ,Southeast,39,17,Severe Delay,15.11,3
0ce0997380b2110e5d35697ce4ddabd7,SP,Southeast,48,17,Severe Delay,13.47,1
76de219e02a69e67c85ab229f27eee44,SP,Southeast,35,17,Severe Delay,9.44,3
d2553946a905ea785bc3d4910cb10c4e,RS,South,46,17,Severe Delay,90.12,1
63cd6c93d785b3b54d7955bc5fd74c3d,PR,South,40,17,Severe Delay,15.1,3
f8f5a61defba49f13a7e21a369026f04,DF,Central-West,40,17,Severe Delay,18.72,1
c02f1c85742b8acbc1c02a8d7e6d71dd,RJ,Southeast,39,17,Severe Delay,17.94,1
734e66350ff1d845ab707409554c76c4,RS,South,31,17,Severe Delay,35.16,1
34f7d354b559b06f85fde0f588dd5152,SE,Northeast,44,17,Severe Delay,23.71,4
836e4cb15d850d5cb77cda4c3c387665,PR,South,38,17,Severe Delay,122.32,1
359619f12869deeaa50fa7762f5064bc,SC,South,45,17,Severe Delay,17.38,3
d2621e5ff64aedbbc297e323fc18bfe6,MT,Central-West,50,17,Severe Delay,54.21,3
0d3932a3836fab6762836714e0eee9ae,MT,Central-West,46,17,Severe Delay,16.79,1
92719473371fb9439b386d53d12470a8,SE,Northeast,41,17,Severe Delay,21.15,1
985dbac2172bbf6b32bcca35da50d7a0,RN,Northeast,45,17,Severe Delay,38.71,2
04dc24624a669b293bee03e97b344440,PB,Northeast,53,17,Severe Delay,52.69,1
febcb6742e4652312e996b6bc7fbcdd8,RS,South,38,17,Severe Delay,15.23,1
50bbd6f58e1641ea899a67a31871cc73,SP,Southeast,35,17,Severe Delay,22.51,1
284a65b124f634fdf426aa8e768fe8ab,BA,Northeast,51,17,Severe Delay,20.43,1
b7a77aac1be341d2f9009b231cd3b4e8,BA,Northeast,43,17,Severe Delay,53.22,1
7a278d560ec8ffedc0f4e11836858a6f,BA,Northeast,43,17,Severe Delay,20.29,1
a7b5335df0e4011b78171b889fc52a2f,PE,Northeast,53,17,Severe Delay,54.3,1
f530e66c74816309f2bf8eb5a619b3ab,PE,Northeast,51,17,Severe Delay,29.59,1
17b7508c1910a10c24406ce07442115a,RS,South,43,17,Severe Delay,23.19,5
787668255fbf3cfd994f9498dc30f5fd,CE,Northeast,40,17,Severe Delay,17.63,1
33b1b34b5bb565c5bdea6e2995ac1cab,RJ,Southeast,44,17,Severe Delay,17.6,1
8681115ee9073763981721e9e4cadbe3,SP,Southeast,37,17,Severe Delay,71.1,1
3970917d62089188ce154d4cf796babc,RJ,Southeast,39,17,Severe Delay,17.95,4
6a9a4c2b15294a31288a5fabc2427807,RJ,Southeast,40,17,Severe Delay,64.44,1
